lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
0.9331222772598267,0.9761404395103455,-9.234526601176185e-07,0.9175024032592773,0.8692213892936707,0.011938474141061306,0.8822856545448303,0.7694644927978516,-0.0003983477072324604,0.8405940532684326,0.7196975946426392,-0.017688564956188202,0.8013287782669067,0.7172519564628601,-0.03676750883460045,0.9154766798019409,0.6870341897010803,-0.048996713012456894,0.7947527766227722,0.6126503944396973,-0.08048444241285324,0.7636153697967529,0.6775578856468201,-0.08693236112594604,0.783146321773529,0.7264494299888611,-0.08782593905925751,0.9238957762718201,0.7351641058921814,-0.07278333604335785,0.7694289088249207,0.6918846368789673,-0.10083670914173126,0.7612802982330322,0.759337842464447,-0.0905798077583313,0.8005746006965637,0.7812234163284302,-0.08204245567321777,0.918836772441864,0.8043738603591919,-0.09460911154747009,0.767805278301239,0.7701090574264526,-0.12166464328765869,0.7687801718711853,0.8242632150650024,-0.10034795850515366,0.8116883039474487,0.8397538661956787,-0.08429001271724701,0.9028491377830505,0.8833203315734863,-0.11440906673669815,0.7819350957870483,0.8557225465774536,-0.14048819243907928,0.7821781635284424,0.8922963738441467,-0.12788203358650208,0.8226578235626221,0.9127416610717773,-0.1149318590760231
0.9288341403007507,0.9689462184906006,-7.187541655184759e-07,0.9095479846000671,0.8579868674278259,0.01242261752486229,0.872493326663971,0.7577910423278809,0.0028581602964550257,0.8304241895675659,0.7028008699417114,-0.011912921443581581,0.7893419861793518,0.680357038974762,-0.026834577322006226,0.8932988047599792,0.6591317653656006,-0.03145294263958931,0.7773905396461487,0.5929974913597107,-0.0604795478284359,0.7411355376243591,0.6473546028137207,-0.06548188626766205,0.752126932144165,0.6936085820198059,-0.0657205656170845,0.898347795009613,0.7074772119522095,-0.05377036705613136,0.7477315068244934,0.6763767600059509,-0.08142690360546112,0.7391393780708313,0.7428803443908691,-0.07277953624725342,0.7739619612693787,0.7684872150421143,-0.06569045037031174,0.8936275839805603,0.7751017212867737,-0.0755804255604744,0.7464584708213806,0.7445767521858215,-0.10296481102705002,0.7469922304153442,0.8046016693115234,-0.08405431360006332,0.7844818234443665,0.82603520154953,-0.06975916028022766,0.8834679126739502,0.8517779111862183,-0.09571453928947449,0.7621828317642212,0.826098620891571,-0.12118213623762131,0.7620477080345154,0.8659688830375671,-0.11210539937019348,0.7968820929527283,0.8855395913124084,-0.10145881772041321
0.8922941088676453,0.9521214962005615,-7.001876269896457e-07,0.8664158582687378,0.8349612355232239,0.021466795355081558,0.8247877955436707,0.7325704097747803,0.01451442763209343,0.7766193151473999,0.6789342761039734,0.0005731094861403108,0.733133852481842,0.6610608100891113,-0.012095440179109573,0.8332773447036743,0.6234973669052124,-0.019046621397137642,0.7112621665000916,0.5655248165130615,-0.048202138394117355,0.6904853582382202,0.6307768225669861,-0.05569026991724968,0.7124969363212585,0.6666483879089355,-0.058028873056173325,0.8363586664199829,0.6743587255477905,-0.04595743119716644,0.6890000104904175,0.6549162864685059,-0.07233960181474686,0.6957488059997559,0.7196375727653503,-0.06349597871303558,0.7364349365234375,0.733982264995575,-0.05734248831868172,0.8311468958854675,0.7424236536026001,-0.07221847027540207,0.685034990310669,0.7210293412208557,-0.09437565505504608,0.6996151208877563,0.7784633636474609,-0.0720999538898468,0.7435011863708496,0.7877224087715149,-0.0575031116604805,0.8240494728088379,0.819158136844635,-0.09677910804748535,0.7037859559059143,0.7981945872306824,-0.11456014961004257,0.7160330414772034,0.8372283577919006,-0.10101968795061111,0.7570781111717224,0.8494380116462708,-0.08884048461914062
0.8739480376243591,0.9827880859375,-8.548589107704174e-07,0.8597829341888428,0.8612215518951416,0.020206354558467865,0.8194438219070435,0.7572023272514343,0.012924869544804096,0.766843318939209,0.707266628742218,-0.0019001680193468928,0.720462441444397,0.6989675760269165,-0.015913428738713264,0.821620762348175,0.6522197127342224,-0.016968615353107452,0.6993352174758911,0.5894736647605896,-0.049737244844436646,0.6770846247673035,0.6540181636810303,-0.06064954400062561,0.6992689371109009,0.6930941343307495,-0.06423294544219971,0.8205426931381226,0.7017912864685059,-0.04318838194012642,0.6768377423286438,0.679873526096344,-0.07129190117120743,0.6809160709381104,0.7441782355308533,-0.06434915959835052,0.7213448286056519,0.754117488861084,-0.05838640406727791,0.8118764162063599,0.7680855989456177,-0.06934741139411926,0.6708884835243225,0.7504366040229797,-0.09418828785419464,0.6849811673164368,0.8061037063598633,-0.07438097149133682,0.7292517423629761,0.8091135621070862,-0.059825580567121506,0.801408052444458,0.8419774174690247,-0.0937894731760025,0.6824010014533997,0.8281165957450867,-0.11150211095809937,0.6946919560432434,0.8662774562835693,-0.09765221178531647,0.736652672290802,0.8732461333274841,-0.08468826860189438
0.8772222399711609,1.0084056854248047,-8.574714343012602e-07,0.8642404079437256,0.8931832313537598,0.017000500112771988,0.8223250508308411,0.7910839319229126,0.00801870971918106,0.7684494853019714,0.7407256364822388,-0.007853972725570202,0.7201119065284729,0.7322601675987244,-0.0228562131524086,0.823577880859375,0.6818069815635681,-0.0198834128677845,0.7013921141624451,0.6189005970954895,-0.051907673478126526,0.6825548410415649,0.6816686391830444,-0.06276699900627136,0.706902027130127,0.7214449048042297,-0.06697294861078262,0.824144184589386,0.7317820191383362,-0.04484287649393082,0.680643618106842,0.7074908018112183,-0.07253964990377426,0.6862016916275024,0.7670722603797913,-0.06680083274841309,0.7265369892120361,0.7789307236671448,-0.06263794004917145,0.8161238431930542,0.7980635762214661,-0.06973101198673248,0.6746941208839417,0.7762503623962402,-0.09493577480316162,0.6918725967407227,0.8292691707611084,-0.0760471522808075,0.7360580563545227,0.8362908959388733,-0.06321333348751068,0.8058372139930725,0.8710422515869141,-0.09303460270166397,0.6906881928443909,0.8572424054145813,-0.11294105648994446,0.7078842520713806,0.8975400924682617,-0.09980041533708572,0.7507730722427368,0.9090476036071777,-0.08774002641439438
0.8216729164123535,0.9191030859947205,-6.167400101730891e-07,0.7584994435310364,0.7984381318092346,0.010641029104590416,0.675489068031311,0.688632071018219,0.001672128215432167,0.635811448097229,0.5841981768608093,-0.011480754241347313,0.6264840364456177,0.4993310868740082,-0.026098206639289856,0.5586528778076172,0.6868255734443665,-0.015781719237565994,0.4816165864467621,0.7985965013504028,-0.03543805703520775,0.5127304792404175,0.8291139602661133,-0.05175158753991127,0.5516982078552246,0.820306658744812,-0.06150077283382416,0.5601345300674438,0.7664505839347839,-0.0331011563539505,0.4968746602535248,0.8869199156761169,-0.042364612221717834,0.536635160446167,0.9027575254440308,-0.04518130421638489,0.5774840116500854,0.8836326003074646,-0.050570230931043625,0.5758549571037292,0.8547235131263733,-0.04838898777961731,0.5223180651664734,0.9476392865180969,-0.054308123886585236,0.5570241808891296,0.9559603333473206,-0.04264761880040169,0.5925735831260681,0.9371896982192993,-0.03810746222734451,0.5977844595909119,0.9420298337936401,-0.06352567672729492,0.5533377528190613,0.9946182370185852,-0.06727901101112366,0.5882028937339783,1.0001333951950073,-0.05183415114879608,0.6180346608161926,0.9869870543479919,-0.0386371873319149
0.8104916214942932,0.8660905957221985,-4.492204368489183e-07,0.7430011034011841,0.7462671399116516,0.018293164670467377,0.658039927482605,0.6426869034767151,0.011604472063481808,0.6113569140434265,0.5523583292961121,-0.002112972317263484,0.6023146510124207,0.46936124563217163,-0.016444632783532143,0.5366733074188232,0.6494290828704834,-0.0008827286656014621,0.450519859790802,0.7723000645637512,-0.012353253550827503,0.49141189455986023,0.7991982698440552,-0.01979847066104412,0.5266465544700623,0.776504397392273,-0.025595026090741158,0.5415574312210083,0.715022087097168,-0.02323106862604618,0.4694986343383789,0.8543192744255066,-0.027586890384554863,0.5128069519996643,0.866192102432251,-0.024083655327558517,0.5487868785858154,0.8364511132240295,-0.0253505390137434,0.5589593052864075,0.7962693572044373,-0.044054072350263596,0.5011532306671143,0.9153661131858826,-0.04498415067791939,0.5409661531448364,0.9195166826248169,-0.029717275872826576,0.5717286467552185,0.8869658708572388,-0.02396455593407154,0.5842805504798889,0.8812283277511597,-0.06461216509342194,0.5308375358581543,0.9644335508346558,-0.06538008153438568,0.5683178305625916,0.9641687273979187,-0.050076380372047424,0.5983017086982727,0.9384986162185669,-0.03805609419941902
0.7989774346351624,0.8358983993530273,-5.360534487408586e-07,0.7285966277122498,0.7087926268577576,0.022446392104029655,0.6430379152297974,0.6031906604766846,0.015643823891878128,0.5945340991020203,0.5115528106689453,0.0011556049576029181,0.5822306871414185,0.42696836590766907,-0.013946489430963993,0.5200626850128174,0.6139359474182129,-0.0011496463557705283,0.4463348984718323,0.7413819432258606,-0.009003656916320324,0.48397088050842285,0.7717220783233643,-0.012339480221271515,0.514184296131134,0.7496899366378784,-0.01641860045492649,0.5263700485229492,0.6822347044944763,-0.02680601365864277,0.4625365138053894,0.827488899230957,-0.0302223339676857,0.5043388605117798,0.8386815190315247,-0.025158097967505455,0.5374366044998169,0.8047158718109131,-0.026403404772281647,0.545375645160675,0.7659002542495728,-0.04985874146223068,0.4914841651916504,0.8900240659713745,-0.04923960939049721,0.5310063362121582,0.8947382569313049,-0.032811060547828674,0.5591793060302734,0.8594158887863159,-0.028060968965291977,0.5728474259376526,0.8524003028869629,-0.07251894474029541,0.5237586498260498,0.9395792484283447,-0.07347078621387482,0.5602230429649353,0.941630482673645,-0.05907232686877251,0.5872291326522827,0.9142365455627441,-0.04870099574327469
0.783345103263855,0.8117155432701111,-5.129753617438837e-07,0.7171516418457031,0.6825734376907349,0.017984861508011818,0.6337051391601562,0.5747650861740112,0.00926931668072939,0.5831753611564636,0.480266273021698,-0.006251662969589233,0.5694390535354614,0.3923334777355194,-0.023119378834962845,0.5140762329101562,0.5911118388175964,-0.005917483475059271,0.4444873332977295,0.7118585705757141,-0.013440177775919437,0.47542858123779297,0.7479951977729797,-0.017645156010985374,0.501496434211731,0.7344249486923218,-0.022614995017647743,0.5191198587417603,0.6603536605834961,-0.02912520058453083,0.45836782455444336,0.8061473369598389,-0.03149489685893059,0.49862930178642273,0.8195424675941467,-0.027191253378987312,0.5302303433418274,0.7893944382667542,-0.029947364702820778,0.5368399620056152,0.7444696426391602,-0.04978607967495918,0.4831353724002838,0.8708924055099487,-0.04834528639912605,0.523560106754303,0.8763545751571655,-0.031880393624305725,0.5527474880218506,0.843000590801239,-0.027747606858611107,0.5629781484603882,0.8318646550178528,-0.07036818563938141,0.5095345973968506,0.9228574633598328,-0.07104288786649704,0.5452190637588501,0.925403356552124,-0.05595661327242851,0.5735312700271606,0.8990148305892944,-0.04550610110163689
0.7732217311859131,0.7973001003265381,-4.511972235832218e-07,0.7087153196334839,0.670275092124939,0.01730368658900261,0.6241916418075562,0.5596322417259216,0.008447213098406792,0.5738584995269775,0.4623170495033264,-0.00633163983002305,0.5604398250579834,0.37254366278648376,-0.022274989634752274,0.5077512264251709,0.5790383815765381,-0.010820828378200531,0.43466246128082275,0.7001792788505554,-0.017522728070616722,0.47027793526649475,0.729478657245636,-0.019194331020116806,0.49886974692344666,0.708736777305603,-0.022410498932003975,0.5123265385627747,0.6481289863586426,-0.03329557925462723,0.4441182613372803,0.7887028455734253,-0.03546365350484848,0.4881967306137085,0.7996789216995239,-0.027871353551745415,0.5217345356941223,0.76844722032547,-0.027954498305916786,0.5294374227523804,0.7322118878364563,-0.053005706518888474,0.4688432216644287,0.8542720079421997,-0.05142495781183243,0.5127679705619812,0.8581253290176392,-0.031710609793663025,0.5429118275642395,0.8238866329193115,-0.025174928829073906,0.5551526546478271,0.8212045431137085,-0.07237836718559265,0.49737319350242615,0.9091124534606934,-0.07236573100090027,0.5375039577484131,0.9065518975257874,-0.05472240969538689,0.5676915645599365,0.8755912780761719,-0.042418256402015686
